"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"IDA only","IDX","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1651.36097572934","1690.41024953307","1740.36112971642","1776.08792833968","1811.85265486898","1836.71920488579","1866.42753574238","1904.05523887791","1933.46842018814","1988.85509722423","2041.54578465819","2113.83349983216","2198.60693347296","2305.74144230934","2389.38897293802","2434.33549595469","2492.18014659057","2579.45519168108","2668.0996263306","2769.29019047772","2884.68476970007","2988.22683842637","3079.67755439829","3188.56847514167","3307.2538888384","3410.6316106756","",
"Isle of Man","IMN","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1790.40734982383","1768.85881927478","1828.85334490694","1880.99467573626","1969.85612605798","2082.00011660079","2201.07799699774","2249.54455342907","2345.1625545035","2509.04637820452","2552.80490334437","2634.93464955969","2694.23074011502","2856.48627326809","3034.45060894539","3222.75709788389","3426.91817141567","3646.92862670099","3698.17569028647","3933.11627824807","4189.43307497815","4361.09055037055","4529.01617902109","4758.30308671881","5056.66592433581","5401.49100016567","5732.91393060439","6116.05965443855","6449.18609182667","6650.05410055925","6060.0154144061",
"Not classified","INX","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29949.2185391737","32081.4044244401","34756.0496784101","37139.3602156726","39569.0291516051","42657.9976905021","43286.2292271079","44279.332047135","46131.5979000565","48659.8815988791","50471.9645716384","52210.3538563989","52751.2227069877","49435.6899277421","44893.4576613266","45612.0014176851","44235.7316972108","43792.2780234124","45992.1283960627","49710.8099325816","55528.1508350011","59356.8530939729","62635.8326045336","66460.911182476","67586.6373142991","",
"Iran, Islamic Rep.","IRN","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8631.08896591347","9496.16399931057","9575.85614896763","9519.87191634099","9210.35060863348","9287.94436182974","9640.16829148042","9576.53289769242","9667.87426774276","9656.20872030115","10084.5949330391","10049.84768619","10653.8323925031","11429.7516267599","11751.337856825","11981.7151083306","12465.9566223843","13365.6831124012","13260.2938132069","13199.8971011751","13812.7218618812","14011.2682072839","12896.6496946659","12711.7308582225","13078.6573123853","12730.1547177184","14245.0743680067","14562.9246695984","13536.5458637122","12401.1076949962","12464.6957447008",
"Iraq","IRQ","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6873.17326878172","7376.92192456544","7549.08959209225","8567.37027120553","8632.53024876961","8834.08573162602","9081.08428845041","10036.0615865074","10284.1834783294","9916.86435758539","10034.8808096114","11099.6637595161","10638.0084136943","10255.7099986859","10500.3332738122","",
"Iceland","ISL","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53923.221721701","","","",
"Israel","ISR","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27636.7770579587","28159.7218384873","28414.4089346834","28875.4152679569","28732.1326955997","29493.9799935005","29462.8753233048","29045.5627904503","28863.3815166092","29758.4135669484","30979.3997214062","32285.5028436673","33624.8666183844","33437.427357798","32790.3741564498","34178.6015119347","35284.6028891184","35050.8941677759","36035.3666170567","37255.2817538846","37234.3471471444","37886.0544925239","38636.9652406855","39391.3525775966","39817.0811128923","",
"Italy","ITA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36105.5795269836","36571.012280847","36795.1760703246","36546.3196441089","37267.6982912","38470.6307143791","39043.3148059226","39943.3792229937","40615.654556315","41418.6855243277","42888.1812628408","43733.3024110085","43716.5734078936","43566.6757643994","44043.3366179983","44329.4835442566","45094.3545636987","45390.3926165352","44218.3025904474","42047.3052507346","42573.4737002999","42784.2418369726","41450.8528941259","40198.2573869239","39901.0406638537","39968.6350914668","40954.9920506856","41808.5919660719","42510.4498096488","43035.2327722147","39399.8298993918",
"Jamaica","JAM","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9712.5003602432","9710.07793378187","9107.55608454646","9089.0313181939","9215.23668839308","9306.02033343454","9212.7016533865","9241.73977207108","9183.60542891513","9151.15269188933","9326.121897774","9363.81074149421","9523.62181137013","8390.8624542375",
"Jordan","JOR","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7568.22200705085","7079.46910796586","7786.73436385929","7776.23480925774","7800.51914856351","8035.29485722638","7946.10733832259","8115.18370199545","8276.80252914335","8396.38234546662","8829.12083137141","9173.26899331314","9435.05814210677","9663.50061195624","10310.5064555381","10811.6338774057","11280.2625202608","11719.832706441","11853.6576766891","11813.5347083777","11229.7033681662","10921.2811868606","10562.2649102204","10314.9572099126","10170.8424872483","10032.8830965456","9959.45729145642","9953.72785074543","9967.40082274156","10072.7174534975","9787.32655437797",
"Japan","JPN","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32423.525393767","33382.0174380658","33594.6318864839","33323.1371589765","33545.8266750958","34390.7811463309","35490.7184457023","35822.8914471696","35299.1954845722","35142.2351358557","36140.0462797037","36235.3344559142","36153.7823919421","36686.6468160159","37594.3214729687","38321.5110723698","39007.4430214996","39750.9124404408","39133.2567923638","36968.8077624485","38556.5224439905","38664.9865356511","39245.7568171989","40345.6131759526","40642.3620966906","41302.7644019777","41387.7897021739","42426.8839942362","42675.83448694","","",
"Kazakhstan","KAZ","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10591.4183506187","9366.2387254202","8763.22651238623","8916.28568467551","9183.2218890017","9171.22535574665","9349.74831790049","9993.54449382133","11521.9590296108","12765.0784983549","13734.7107510747","14758.6816331018","15396.1722142074","16317.1909225007","17274.6335032935","16779.2077589553","17769.1653240512","17976.2744740236","18264.0965594987","19217.1793541399","21068.9737867592","21752.9238492011","23136.8885007526","22005.0835596959","22157.8711033087","22171.8374987024","22829.4734431174","",
"Kenya","KEN","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3096.26930271849","3025.34856545884","2911.30723269754","2770.80049465609","2784.63920827463","2867.2088307608","2948.41946240664","2894.16192179438","2917.84614518379","2891.94720120262","2839.47462934175","2865.0071419652","2808.9543039276","2809.0491207501","2879.803748156","2990.92530039795","3090.62913188357","3206.73258914118","3137.39115074947","3152.10396264732","3317.24654602512","3439.4373954125","3485.82754337959","3572.70081833991","3657.88408090567","3776.35129865583","3894.56412978224","3968.93319763812","4134.89074700604","4243.6260439586","",
"Kyrgyz Republic","KGZ","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4678.50629160828","3991.41313976763","3361.23401313061","2628.27123166247","2453.12094513852","2603.2984779218","2776.01650314616","2766.70658331518","2782.34836278104","2888.32238601099","3086.61884155881","3069.60494536769","3262.03841589381","3396.48203172144","3394.22767098907","3533.26659340414","3813.74466556864","3978.47980965611","4053.88964005166","3889.73493635148","3867.14539516868","4160.44722672189","4379.80324408362","4540.28361475131","4632.76599183205","4659.18954482612","4803.23230575795","4978.95644626817","4750.77723817476","4494.50069966963",
"Cambodia","KHM","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1170.65815914279","1194.41142999868","1223.28670463627","1239.73580617346","1349.51747816332","1444.5467323307","1526.75914414503","1583.45356258228","1699.05180346476","1840.30711422155","2039.20848779041","2228.2210974141","2435.24284154367","2542.49132993185","2498.36244511051","2602.1726854255","2736.29492684325","2869.3230183316","3062.34274732592","3195.9283209109","3334.29370454929","3506.9359259316","3684.4596675561","3864.49677479739","4123.001844679","4033.03738723467",
"Kiribati","KIR","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2849.89523101939","2635.57873059572","2724.15179194428","2594.07933176571","2917.60457559721","3258.595885072","3705.6277215238","4484.70410589892","3998.27838653936","4277.81906702638","4220.20460422954","","",
"St. Kitts and Nevis","KNA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24116.590840576","","","",
"Korea, Rep.","KOR","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12641.3159795281","13865.7209542657","14567.7897483838","15412.0799010584","16649.3576662355","18043.993419111","19287.6939101639","20246.021574961","18907.7756689322","20978.0263866596","22801.0432307917","23724.1121098442","25490.7192033224","26163.6988492075","27465.4320803921","28433.862344065","29901.6125890957","31488.4942813678","32281.5401698045","32312.8782579023","34443.5393477262","35598.276314564","36410.4715245245","37248.4573293067","38144.2087425464","38948.3278383646","39959.5717534332","41124.3692885561","42115.2090049822","43079.0787920674","42590.8516048186",
"Kuwait","KWT","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65518.9411326944","66856.9438183255","67190.4847321997","66072.1033815952","64205.5361873569","61203.4741939387","60888.6568405062","58767.6553275057","58090.1630515767","","",
"Latin America & Caribbean (excluding high income)","LAC","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10031.5698230937","10252.7887231315","10367.2932258107","10630.1363892385","10953.0139896681","10847.3334570693","11064.511967642","11467.1691607969","11535.890789638","11384.6758110382","11711.0532437804","11563.4838571288","11427.1031454815","11551.5072663031","11922.9275159316","12223.8919675364","12853.418279432","13412.7566964601","13767.7860188254","13309.1182810172","13984.0705706318","14482.5473885979","14694.4237009833","15001.8376030885","15076.3712290214","15045.147620455","14858.6719554439","14996.4766570264","14997.4949137305","14975.721401405","13890.9543668639",
"Lao PDR","LAO","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6874.76316840974","","","",
"Lebanon","LBN","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9196.48059563442","10999.0500168692","12403.0981343898","12822.8536024413","13382.1763019689","13844.3232386066","14884.3779384117","14727.5331390848","14956.1375352137","14715.0081567397","14640.8754860511","14303.5256493133","13497.997341053","11548.111423012","13723.8425468259","14138.4270560045","14401.1998806675","16062.8273775558","17274.8050315919","18470.2984658785","19248.5569103007","18628.1264821236","17964.4619248705","17437.4342537406","16796.0811999682","16119.1370810287","15825.0959421202","15924.7064671327","15496.4956193943","14368.2423131895","11311.8820101168",
"Liberia","LBR","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1533.22401605712","1474.18173991508","1466.79919933767","990.172603935826","1102.56867212167","1127.97424098634","1174.77771312491","1253.31513151984","1287.92574548233","1273.09711024014","1293.01473313344","1387.8152517932","1404.68420034604","1489.13287251282","1461.52200340343","1442.41602757382","1383.37748322804","1375.91551498157","1314.97795439551","1266.00837551656","1191.05803105143",
"Libya","LBY","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13686.0225277095","","","",
"St. Lucia","LCA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14147.4764097926","","","",
"Latin America & Caribbean","LCN","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10436.1232758771","10675.2980269814","10823.4194822021","11105.3044569355","11436.367561465","11379.9478855547","11610.1550542131","12042.4357680519","12121.5334047222","11974.1395869672","12314.3353929378","12163.3823857783","12021.9043328485","12138.0232449568","12543.8796894085","12859.6613479027","13479.9862729643","14062.799247258","14447.4338772974","13975.5708300879","14661.0438176191","15190.5897917575","15442.3314668882","15768.6125150726","15857.459395817","15849.5675261303","15681.1462134387","15823.0854558916","15859.9023643939","15862.9254847734","14730.5948100283",
"Least developed countries: UN classification","LDC","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1456.1002721745","1491.446763332","1535.65481963455","1564.2799203261","1595.85820821767","1618.32523958396","1641.54242926268","1681.61373929496","1735.74474317156","1781.59304235613","1833.67213170712","1913.060004858","1998.79500032243","2120.74509865639","2200.80805257556","2263.67849254283","2317.7308674497","2404.57690247941","2483.38452942257","2566.61392219286","2666.011248902","2750.49393092926","2814.46752653179","2891.89562169409","2977.91998519089","3058.32577689145","",
"Low income","LIC","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3857.33536569198","3982.34208306621","4134.34349933145","4383.20086730336","4557.97796031758","4740.0891959977","4881.18065559195","5177.2730096356","5368.48042302776","5557.0705431267","5850.02460926696","5723.10627221961","5918.8540076076","6253.37724515811","6534.76414138213","6872.35686928954","7332.78575790464","7795.92224142036","8104.5794284827","8424.43825096929","9041.18231242616","9746.38570672426","10541.4732122503","10748.5528630384","11181.4639140741","11600.2933321292","11961.2475686223","12250.9454769153","12509.7422746531","12699.552037246","12208.4678734937",
"Lower middle income","LMC","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3088.02768631232","3111.43792910039","3099.10608787051","3034.85704534835","3004.26404986025","3060.49749944942","3157.63025248838","3200.72351559218","3289.52629222432","3401.8109555979","3474.81264945519","3576.4380534555","3681.93658475307","3864.4399328443","4069.3677423594","4239.59036108912","4474.84690129497","4719.38927673552","4815.86271960555","4927.4121287849","5167.94198848146","5330.40941778081","5469.373378945","5660.5158767531","5886.32425031408","6105.97047688024","6373.36484762963","6635.65561720581","6859.24209066316","7010.44016780094","6601.03662295403",
"Low & middle income","LMY","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4192.14584838893","4315.93537652925","4447.39483395987","4500.87072351561","4602.04075212462","4799.93375177257","4917.40030472825","5079.41557512136","5323.71037603669","5647.27979431574","5949.66114872378","6370.88389689409","6838.3671468088","7125.51971572791","7190.40758700616","7607.66077469424","7970.96699176386","8278.96408229021","8595.55236081907","8935.29168106329","9208.03313558583","9508.14698106795","9885.84637040175","10197.1240198147","10468.2703351521","9911.34885095389",
"Lesotho","LSO","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2976.20712200144","3074.95117265685","2916.20412072395","3004.19505883801","2937.12567561233","3004.06439612416","2998.10254596438","2951.831616297","3046.01395433959","3165.80972195929","3031.40955475032","2997.47920304954","2959.46875033498","",
"Late-demographic dividend","LTE","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5224.63426928722","5379.11559897929","5594.89580926487","5630.04557280833","5831.58310581473","6238.25140877457","6520.04932372887","6843.64254739068","7236.68092993015","7785.38401668485","8299.72700611195","9007.76110676063","9878.75674393214","10502.7002682884","10693.6078281421","11416.2713598849","12113.036679647","12772.3438772407","13377.7571516625","14027.3446832167","14507.6600310615","15021.4066094617","15710.9458919259","16382.5293469394","17084.9008284139","",
"Lithuania","LTU","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18825.2558105876","20753.9495276653","22578.3006145539","24888.9043393242","25953.8237278725","23588.4993910016","23798.5095584089","25229.9506754228","26503.6869094015","27982.973710043","29521.7811124363","29651.694167275","30788.2941622187","32541.172866001","34342.3450927016","35781.287087976","",
"Luxembourg","LUX","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70216.1423246812","75872.6044015677","75537.1741776062","76858.6443472029","76193.3393300981","78609.1393359664","78712.2703205275","85123.6338985061","85676.551894207","89018.6765931739","93562.5275688392","97211.74644315","90991.6591193783","83983.2773422693","96953.9097627775","99322.7559878637","90880.4906598587","107209.957151756","100914.354993364","73588.6089246616","78772.5887527169","75320.4855645726","73589.077040606","71512.9660617261","71713.6127042836","72077.0432910403","71929.4492723125","72414.3272698039","72145.2159522264","","",
"Latvia","LVA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9576.55887733785","9924.48153552229","10921.104134347","11714.0084741645","11943.3398102464","12848.6043391358","13895.8509909371","15034.5582142542","16356.7072828868","17664.1878781406","19974.1390417703","22247.8676042825","24538.1960562379","24396.9854854223","23050.8921942726","21236.4538343033","22772.4326072858","23894.8654484944","24827.666246543","25419.4910377286","26495.9304564506","27460.1865747762","28578.2166145294","29527.894556083","30405.8924078231","",
"Macao SAR, China","MAC","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112322.248179827","","","",
"St. Martin (French part)","MAF","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3708.18479578336","3894.18657025088","3757.67009571685","3644.57267211292","3986.6600351596","3696.39335427622","4127.57773621545","4004.67772473367","4266.15816294229","4261.53698809704","4285.15859810429","4549.1462566619","4649.81649642058","4878.361684335","5072.48606136637","5206.42021844161","5529.56012324015","5669.02710697685","5942.12432664694","6045.2772542915","6196.64673372862","6415.68321408491","6493.68845584368","6739.00012722815","6754.53820678365","6991.90639345087","6969.37804823844","7168.72452202067","7301.74926655404","7389.45284087774","6809.70035703461",
"Monaco","MCO","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5532.30166173764","5638.94708320496","5198.24981588049","5083.75262540775","5303.63274658828","5774.42503347268","6375.91897583744","6923.955043808","7575.28681176947","8139.95621320922","8426.5899529702","8524.6275368643","9227.22233909528","8382.03055596226","9147.874347044","9659.30809266377","9835.44536303408","10735.7353051774","11204.0080726008","10957.0217858543","11540.900960658","12315.4867935156","12952.6901486257","13709.7335973215","12828.1218973726",
"Madagascar","MDG","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1781.24445368906","1608.47993656632","1596.03120189071","1584.92411594678","1526.52075785426","1506.05084875757","1506.01887762903","1517.08620119551","1530.90703191312","1558.49903949356","1583.26231912195","1629.99585530607","1385.38550960633","1476.26323307042","1513.37700605847","1529.06397954496","1561.65109675507","1627.54204692144","1689.49381746003","1571.30921485237","1532.13957821266","1515.81505657148","1496.27668276042","1486.1984236476","1505.5482765265","1494.6297806816","1507.43088824553","1541.17315823546","1540.97628451988","1561.26842511646","",
"Maldives","MDV","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15721.1075241336","15717.8475912091","16153.4429374264","16630.7865456927","17143.6651554083","17717.8922467481","",
"Middle East & North Africa","MEA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12619.9445131956","12612.1127402157","12548.6747091093","13154.5401503462","13707.9941646928","14083.9688994308","14580.4103488751","15070.1294351712","15420.9512244735","15152.0062927839","15444.6785936336","15877.845329296","15970.7115805139","16122.7270522604","16359.1192357141","16557.2545482689","17107.3993342886","17060.7815566059","16872.5626055354","16641.5336141863","16156.3551464199",
"Mexico","MEX","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14478.9342480162","14895.2303875648","15159.6201310783","15226.6434573779","15693.7577732178","14266.2256634718","15045.6575128638","15959.7219561539","16530.8313042072","16797.9888857182","17380.342829348","17117.4639706629","16899.5011629481","16906.5636205431","17372.4408145017","17414.4072779168","18033.1491844411","18145.540297042","18132.7233869154","16875.6719366631","17575.8310385999","17892.1826337843","18233.0454629004","18061.0097911656","18423.5433750984","18777.7388649944","19021.8309975254","19209.2191511172","19387.2559022143","19125.8605392516","17253.9954278449",
"Marshall Islands","MHL","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4300.60598171624","4414.20134162849","4270.14631620782","4401.43591855748","4000.75987966742","4128.96896860065","4241.88050446278","4239.653803392","3975.35772708044","4242.9885526761","4356.0140577948","4703.16738881191","4657.38890902636","4711.14647992644","4774.60638902445","","",
"Middle income","MIC","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4429.54986486376","4563.18158522943","4706.26299901025","4766.54542385176","4879.47261346103","5096.75886508867","5227.08577905315","5406.34606876721","5673.72090895577","6028.6181258207","6360.68692539057","6822.60573273594","7333.3946982154","7652.24963807554","7730.32005502762","8191.93488604443","8587.89550236593","8930.79776987001","9283.65402332425","9659.57722933366","9965.76573298205","10303.1753577087","10727.4440377377","11081.1131175806","11393.4006570934","10791.4524508127",
"North Macedonia","MKD","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11289.4239944366","10664.5259902953","9794.95137698377","9130.90665338575","9042.01081457121","8969.88728486844","9028.91979602325","9095.6789841696","9346.28935538102","9653.17236680783","10023.6410590375","9784.95198494048","9862.39553191452","10052.1820135014","10565.33978559","10921.3917444912","11623.7915338261","11833.0731028223","12925.5696014851","12930.5168207383","13263.0095609194","13514.8419726558","13386.2136002544","13733.7961196633","14288.2403986514","14622.4162572386","14875.43635488","15030.288320262","15425.9185143755","15823.2302471715","15231.1114885192",
"Mali","MLI","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1409.1931373686","1548.88029239796","1460.36763828967","1472.33393390589","1470.54758483654","1435.60920072067","1496.78448176321","1526.12326453685","1601.79002942817","1657.01760107858","1614.90569672263","1741.74013572215","1718.88395297461","1870.45376115718","1841.29337762473","1900.57331716751","1913.73697391413","1917.36232820006","1952.53757781967","1947.60034204118","2000.07976822805","2007.60752273011","1928.19902006834","1928.51528961974","2019.31187913622","2091.01307249841","2137.34333256165","2173.55562313948","2217.61102788261","2240.89743517426","2132.9162163987",
"Malta","MLT","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26560.4500055074","27166.3069166401","27695.6830745723","28319.246233866","28172.5519252928","28205.8764011062","28520.3846478451","29500.3889275104","31482.0079664249","29769.1075288252","31289.6137486237","32203.7785844272","32462.7425832881","33661.9432933901","35403.1955180281","37716.4743009238","36635.271611784","38304.1763162857","40070.393316484","40611.0913042624","35645.0407535015",
"Myanmar","MMR","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3127.10891410821","3276.7932495527","3340.18961560602","3623.77003536474","3843.23496827951","4137.14708042526","4363.53403252664","4604.91670869144","4880.99731612948","4942.05742131512","4406.16135464589",
"Middle East & North Africa (excluding high income)","MNA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6775.60194321529","7058.93732874891","7140.86890496612","7064.9293911246","7007.68870560751","7054.46033592858","7303.34252027702","7335.75390049403","7526.85915248332","7611.33129798391","7842.65829853087","7938.71711493503","8124.68583240762","8442.86648566219","8706.11368781019","8906.65268194824","9274.68501909002","9764.25313805653","10036.1508728413","10104.3488346331","10365.3736478147","10432.0372220289","10301.2303681938","10336.9544421565","10468.8935412944","10542.1458917809","11166.641942865","11259.5649612191","11039.3920254468","10836.1690213889","10635.0733380854",
