"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Cayman Islands","CYM","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46721.7458497367","","","",
"Cyprus","CYP","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25138.6420588405","24693.8891360876","26272.6381981062","25856.5995646142","26789.9074528556","27274.3677872035","27238.6276120707","27380.1497062542","31254.0310618032","29694.2015125368","30196.3645570555","31513.9029091183","33039.7406779609","33850.5530859532","34489.3381734809","35842.5593745364","36789.5967233381","37492.3354190436","39841.3070737556","38529.5022549816","37850.0497493787","38566.2125541654","35490.5045040875","33079.451367357","32340.9616242265","34262.7751694183","35061.378783032","36808.5896843168","38052.2138928262","38627.5527688714","36067.5569606381",
"Czech Republic","CZE","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20979.8110686262","20928.7677481254","21533.0343046551","","","","","","","","","","27146.6665929925","28955.7520850672","30337.1195444777","31756.586207316","32480.6758753867","30501.3052304001","30989.1793108569","31301.1979808054","31561.4104866373","31545.2418734166","32021.6279306423","33678.6531656672","34495.4339825593","36626.685577928","37675.5297587249","38195.1258660327","",
"Germany","DEU","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37237.828699814","38649.7860945258","39036.014379405","38336.0342377291","38857.6611899088","39251.8243468222","39513.8511174188","40080.6245829839","40724.1470432306","41415.2830556871","42622.5919569329","43205.8292518543","42890.9013142264","42584.29418053","43802.9477279363","44244.1231681674","46374.6309426923","47708.1163953908","48016.7435204795","45990.9531901654","47863.2423563232","50934.481648859","50971.6382758816","51017.5385697556","51775.8084309614","52245.2104403026","53092.9613798362","54209.1790815797","54907.4785632811","55096.6659494306","52382.8192100419",
"Djibouti","DJI","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4118.56870992951","4426.67564545816","4730.50979847221","4981.83731029477","5103.05582423564","5375.67544491718","","",
"Dominica","DMA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11343.5298260536","","","",
"Denmark","DNK","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37930.2383749519","38299.4305427325","39007.0684809427","39072.2013257447","41068.6515075723","42277.2061801248","43189.0982107745","44478.3245752572","45472.6591139783","46826.2088650101","47842.3104472162","48441.939790367","48619.9645204867","48841.7328109088","50509.8888721623","51891.1622211558","53953.0026494091","53832.9461906858","53564.020344073","50606.3016007768","51653.7009290957","52360.1973701817","52360.4995181451","53098.6277195918","53941.2501000103","54520.0401138246","55515.4169409539","56568.415893611","57829.0101487732","59369.7704764095","57599.2446272068",
"Dominican Republic","DOM","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5941.06593795102","5917.78203422923","6453.48248187051","6690.13935690466","6784.88521757198","7048.24352103156","7397.38943882722","7919.7348448279","8299.85367808616","8632.92609562716","8917.38313375022","8998.86240639333","9273.28937361486","8803.88437171735","8739.67851985736","9742.48743753949","10546.3266248957","11175.8973421176","11557.8760157994","11518.0918013181","12327.3467990779","12529.5447988863","12707.2249704026","13067.0963535116","13814.0622889589","14694.1036047833","15462.2086063065","15941.6714491569","16958.4330494027","17572.6931427012","16164.8995177682",
"Algeria","DZA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8512.05025358295","8094.45117909679","8122.89585777468","7836.71649044657","7575.95991929988","7662.25379161724","7826.21648404093","7829.82384222025","8142.19973423577","8252.06306183972","8391.6393819017","8645.59359969909","8959.01261500701","9469.53237655528","9719.0633455783","10049.5878857514","10128.3894445349","10552.6287707834","10700.1111941072","10672.1045579605","10921.4623818147","10941.3484990934","11000.6034132192","11057.661646295","11247.5767222689","11413.7597670122","11706.2221656451","11558.6313872004","11354.1652131751","11229.7952950494","10451.9850675303",
"East Asia & Pacific (excluding high income)","EAP","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2549.5597881728","2762.28177641888","2974.57911465372","3123.38765401779","3311.76395910329","3547.3043187003","3768.62933651092","4061.98585513379","4417.16816361933","4814.75443602584","5245.43565646728","5839.48251626357","6580.54435089312","7142.43562463271","7615.99766087967","8332.02630370434","8949.63481127644","9590.13050820379","10172.8548207303","10877.1045099784","11477.8172740397","12139.6659235973","12876.6190177972","13579.1241816681","14317.1227577485","",
"Early-demographic dividend","EAR","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4428.38774295948","4490.13126114947","4592.35562241734","4673.98208832056","4735.53096007132","4766.79417776162","4962.64044423821","5115.94072036181","5246.06868911978","5320.1198781369","5434.56067489296","5409.27625047665","5425.41584265078","5645.67468176019","5897.34807703182","6151.45807837314","6463.33801195673","6748.34486463218","6865.38304760723","6845.95926494642","7171.10446806517","7463.59519278866","7645.38690298669","7888.4860999485","8159.2857111493","8465.7131375011","8765.47124708287","9086.23128662428","9321.44937176914","9433.13743258655","8866.18778609526",
"East Asia & Pacific","EAS","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5906.29091708452","6210.06041785073","6442.57263823661","6477.32523035738","6684.1224088268","7022.53309354489","7251.50711510214","7561.20409752605","7946.74312909209","8413.70792484947","8885.45723349931","9527.67756050018","10318.8526873737","10808.0769460914","11076.8970565429","11921.2084933522","12558.3338379726","13239.1829881287","13897.6655476463","14627.7784639322","15277.6757657555","15954.0552548435","16769.2318638235","17497.1958756848","18406.0593106917","",
"Europe & Central Asia (excluding high income)","ECA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15294.5447168241","14483.4290634183","12808.4446745987","11947.8840753601","10613.9028304043","10363.2935754411","10227.3769794488","10357.585841265","10036.6205806999","10236.0000076095","11100.4766477179","11544.700882131","12178.1815528934","12914.7155258328","14060.8737535028","14951.9971105458","16015.3916420558","17209.7616942134","17845.0704057248","16585.626401127","17261.2981352815","18100.7537340192","18663.7520695187","19196.8490437635","19444.5223837517","19463.08815021","19612.3785117176","20296.2059660831","20802.046751302","21094.5653115832","20739.6962531918",
"Europe & Central Asia","ECS","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23403.434416371","23319.028437296","22674.1328620148","22194.7527637567","21945.4116501829","22235.5488388087","22521.8203915241","23131.029769756","23530.6496112004","24187.0695195702","25316.7194788381","25885.6372941301","26323.6885928807","26867.2500391262","27871.2257497827","28695.6840477714","29832.927503283","30837.7243581463","31034.3189858779","29582.8660994284","30345.4895759698","31068.028912702","31137.109732466","31324.0508043695","31701.9941597415","32088.2208130833","32538.6270486554","33417.4758284724","34085.6676131068","34526.4077092133","",
"Ecuador","ECU","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7642.56490276961","7900.1645052018","7992.61538620093","8054.39206435754","8244.36486933057","8277.37479659512","8216.91573845726","8426.6152126776","8489.52595120856","7743.15916267733","7662.70509727705","7967.0261002522","8191.20424931307","8250.34970115472","8747.66423071515","9107.97902306182","9385.68844881886","9427.38090734898","10014.627619838","9945.38903088414","10186.813335203","10807.5038607071","11263.4107457129","11647.3948729831","11892.2496338956","11692.884021617","11345.7400551254","11359.6897538592","11256.1225351999","11049.6030162696","10028.2159988083",
"Egypt, Arab Rep.","EGY","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5930.18158355482","6057.70685158132","6186.81820404789","6234.45242544347","6348.93005837513","6520.38392748016","6716.14075879092","6943.98841772098","7210.00297543522","7464.90940390904","7781.3499076607","7956.98819170839","7914.5927093318","7996.62652409161","8162.00652021812","8372.627871375","8859.16873839169","9360.11893269524","9845.3968060035","10039.0303292075","10135.9860137652","10031.4287085474","10055.5765767402","10016.1780053385","10099.7528771077","10382.2728344948","10646.4693215223","10801.026619985","11079.0333354813","11335.877082671","11579.0096551824",
"Euro area","EMU","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32949.2084743737","33618.5270808501","33898.9790918062","33563.8923209816","34130.0462209144","34925.3502049391","35485.536280719","36354.299783275","37280.0370948065","38351.7507310232","39681.6071076463","40287.1773822811","40334.8059742458","40412.5071638392","41293.8221479295","41806.4773671152","43095.2275976205","44034.826545547","43824.3572106506","41971.5501651061","42766.0275006184","43600.0227960556","43165.0871523558","42926.6752117396","43310.4077194045","43911.6678819904","44713.1867802998","45797.8752012812","46617.7088195939","47115.8636393002","",
"Eritrea","ERI","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27273.5726457171","27883.0636147137","27946.7236070982","27666.5762387544","27715.6949305109","28874.7092455754","29426.3472422612","30397.4295292581","31576.8187470191","32875.1154607596","34514.670205305","35386.618400853","35929.3366768262","36450.1236133716","36904.0398339324","37440.5962520152","38141.5893093023","38550.3613983711","38153.6490184348","36703.5356689157","36771.1918992742","36233.8764970703","35484.0583550937","35135.158089828","35836.9683053025","37368.6799742119","38572.7226403656","39543.6568708985","40385.7860017228","40866.5269937508","",
"Estonia","EST","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17210.769443307","18216.4987227295","19584.7057561398","21031.2450384939","22663.0749913048","25180.8820835025","27439.195241624","29132.8217940037","28139.9070917141","24642.8699686345","24785.4193745538","26772.6007769682","27970.8045793674","28934.3198510917","29739.7141794845","30464.104100579","31409.1993800257","33040.7065458556","34521.3678602505","35999.5768889972","",
"Ethiopia","ETH","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1358.03324914955","1434.24544940476","1541.76248123786","1652.1261106675","1771.9479584943","1888.6082517844","2009.55774595725","2093.52032074627","2204.80540849285","2279.63718617421",
"European Union","EUU","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28607.0560366116","29035.9245698449","29223.6668027578","28961.706173007","29530.206787698","30269.97646717","30863.5723288274","31611.0186292002","32458.212425384","33412.9489920834","34653.0787805778","35289.3493140314","35520.6427650563","35734.8055276959","36642.8891090756","37327.8504467117","38647.5228952072","39626.8900807808","39786.2767294955","38193.2643733373","38944.4015044196","39747.9627657609","39473.5604494465","39419.9275338391","39912.8176112757","40624.2012344809","41457.4538159505","42639.4448479397","43576.7292365837","44272.1981853189","",
"Fragile and conflict affected situations","FCS","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32062.5887098811","29766.098431693","28319.7309286932","27826.4566818526","29135.5004560379","30505.8266896985","31765.2181825407","33955.5412089048","35538.9225967066","37389.9734336001","39632.3559537332","40826.6012696056","41570.7652423364","41911.210875326","44041.31169326","44976.9059139333","46836.6035010811","48806.8303095505","48899.260077651","45214.6595907684","46462.5382919626","47002.1183978081","46162.7632029258","45511.6794362499","45421.8768048913","45515.9434847619","46417.0189302808","47593.8870144335","48323.5447858922","48919.5097623971","47780.2784798199",
"Fiji","FJI","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12367.9382395826","","","",
"France","FRA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33850.2443130609","33986.6426916848","34402.9538110551","34070.7247790461","34689.8901018346","35296.0582984051","35851.0612259922","36690.6018989159","37901.4254020683","39263.2177397854","40356.2596426232","40947.7704945149","40808.8212035836","40968.9563467132","41841.4827733139","42351.1808504651","43204.6271532312","43976.0564685484","43922.3261833851","42497.9319317254","43115.3557555252","43985.788676454","43710.9482026292","43763.0437877215","43945.597010277","44282.82342311","44633.5721681701","45584.5708667693","46249.2801300952","46783.4175022257","",
"Faroe Islands","FRO","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3964.99017070934","","","",
"Gabon","GAB","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16797.8788973873","17391.7432267132","16035.1575507707","16055.7969263948","16581.9442331686","16747.8919819226","16872.7499749865","17270.418213249","18104.2959943925","15754.2138088994","13984.5972666092","14764.0195876931","14911.8077062452","14630.9764618991","13487.7502831196","14167.1820528366","12684.607983112","12761.8042616903","11746.0641817261","12315.6219069615","12107.3634218212","11980.6183587605","13013.3231394673","13459.7379913981","14661.9627282856","14167.7360959657","14170.4566841949","14058.19504573","13723.6865195502","13621.7884368152","13463.7944332222",
"United Kingdom","GBR","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30248.0550462573","29840.9767572182","29957.3208694326","30600.7529458596","31800.1839589194","32447.7311064981","33189.8239456817","34797.6386576643","36166.079760061","36996.284340302","38418.9984786626","39448.6906513096","40364.1848218013","41505.8524274704","42118.4025427278","43197.1239872067","43497.8646319631","43931.265837788","43273.7147033524","41252.0642046962","42116.3238725501","42456.730391339","42166.174965755","42371.5085558884","43258.7291621365","43804.2881519911","44167.4836983414","45178.3735429719","45437.660093098","45624.7586597435","",
"Georgia","GEO","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9581.98018602412","10268.1976370141","11196.5596919154","11544.5149499293","12111.9702832355","12334.6582007861","12382.4014402495","12924.218204329","13697.4010907395","14314.3232418036","13401.7923885485",
"Ghana","GHA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3186.43376214905","3241.49813101358","3453.8306035045","3532.77215759903","3672.62677885241","4027.84372571149","4205.57255998007","4518.92278455995","4690.60075812966","4704.11571207632","4669.38742693077","4863.97619944615","5097.1497141465","5256.69437808322","",
"Gibraltar","GIB","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1760.55022547904","1839.30103174878","1866.20868028223","1784.39326651388","1850.03979695436","1894.94589469559","1969.29229861546","1933.79049137169","1993.62275768549","2053.40332076033","2213.95911105684","2405.94811851635","2409.63996972261","2437.02714586167","2577.09555368332",
"Gambia, The","GMB","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2298.50037148233","2174.70325570944","2091.95639515535","2098.03410293679","2173.32631137796","2244.08524100649","2307.32741616973","2046.16470696745","2092.37847645142","2086.16028594345","1992.15913702275","2009.00196226466","1997.61080810005","2033.67164435668","2120.01067414351","2185.05583394645","",
"Guinea-Bissau","GNB","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1667.73142277926","1652.03719606871","1631.682202651","1601.84656656988","1614.03257806198","1644.34632780248","1659.4577931175","1679.5358943423","1672.09885003678","1692.40452081251","1738.97144437319","1850.40151841794","1769.70234069141","1736.28375023954","1803.19195239874","1847.65099735031","1916.35771994139","1929.16684635154","1830.73174095961","1980.34342307289","1879.72428278548",
"Equatorial Guinea","GNQ","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19244.9759261386","24395.1377316882","27401.8312283612","26794.7705924999","26908.4029177104","19742.2007784062","20366.2005468511","21808.4841975118","21134.3302189205","20704.0046658449","21324.1915951666","19423.1198945215","16604.2672061891","15187.9149612409","13447.1357193415","12925.8711422587",
"Greece","GRC","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35922.5392662692","36736.6376438158","36372.647775651","34980.0772813048","33018.598119719","29548.6397481566","28605.7946631537","27794.3505773805","28354.2896277896","28218.0830634111","28079.3544429313","28490.2019375396","28808.1275448307","29482.4044949397","",
"Grenada","GRD","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14465.1975618895","","","",
"Greenland","GRL","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5418.06224264582","5550.42367555653","5654.36542357747","5746.27159796159","5832.86520867731","5967.3166192544","5974.45141300368","6096.63486191857","6277.4071600519","6355.00154253061","6429.06343190071","6466.90635070475","6489.62756463534","6518.69102044302","6565.09444471648","6637.0253088914","6819.81930406807","7094.54505727428","7251.75057192437","7124.63331024304","7154.33664135926","7297.92014135553","7437.36081059379","7557.67550546254","7734.80127912354","7932.56819564811","8028.85239058389","8147.87168406551","8289.40693789335","8494.49435160765","8239.14704224767",
"Guam","GUM","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11976.3856717108","","","",
"High income","HIC","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32530.6245974923","32745.8331698743","33249.9136709806","33352.1020872014","34097.1514990257","34800.4446922593","35636.6725971721","36629.605834029","37397.2237659256","38478.2170648459","39817.7700768311","40149.706642151","40402.730213088","41082.0172417476","42222.4938844032","43179.7143247517","44192.8096393901","45027.572886893","44791.681175957","43058.2202270723","44068.3996525647","44760.1468016987","45042.1818522411","45417.8088022482","46075.7383997728","46909.9145508728","47464.045227467","48411.5723462985","49267.0024837311","49937.7451558923","",
"Hong Kong SAR, China","HKG","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62449.7377352967","","","",
"Honduras","HND","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3769.44098566033","3517.44538025909","3602.79553320008","3809.28002565411","3702.40723272937","3812.82800457677","3778.44985042393","3891.4615864959","3933.39463661149","3825.03651726986","3970.60725424146","3961.17038573758","3989.18749762333","4042.11628785109","4164.53595902297","4333.78492765292","4505.9656461681","4754.55746727578","4867.2217519014","4688.06037986492","4647.56790307517","4697.33143863466","4729.26368101313","4777.7467306002","4783.56112622825","4927.09947924939","5020.82961579533","5221.81095467717","5248.92366284408","5316.50950810459","4792.02412245957",
"Heavily indebted poor countries (HIPC)","HPC","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1606.29285835349","1578.01689724227","1558.86547109406","1532.16396980121","1494.38834098588","1519.61809047358","1568.02376594496","1598.32333766406","1629.55280596909","1625.14787592616","1623.07602334945","1640.83957443062","1660.94378202371","1700.44297534971","1731.03856326596","1775.46146612103","1828.10675577103","1893.63088767511","1944.92965009327","1970.87046158292","1997.67377812333","2074.10296467589","2128.7774790552","2191.03824140871","2287.11017977031","2342.72427442992","2388.16964174426","2442.28677494641","2489.98956008073","2530.02322485066","2485.65589031617",
"Croatia","HRV","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14971.8476523194","16045.1915406019","17163.1633962305","17474.5010844322","17153.9659815824","17866.2162025519","19073.8715311962","20216.3820003551","21003.0982005769","22215.695084672","22989.8298998562","24087.498611201","25379.2189607764","25613.5320397606","23639.9550338861","23459.485065152","23526.2586554043","23005.4761411043","23292.9507133218","23288.7354282278","24411.8668670161","24832.1728136","26406.9597473308","27391.8583953123","28313.4943474476","26586.4170138993",
"Haiti","HTI","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3217.16203899664","3214.84315869688","2985.15238186101","2769.01484738015","2399.90006511347","2595.91772026227","2658.87438404103","2679.58594962024","2687.21112667481","2709.13942580474","2689.5457630226","2630.07015509108","2604.0270097652","2645.18841943417","2572.98727921543","2614.42167160002","2632.21894582172","2734.7627636793","2759.44875193528","2890.09452636949","2739.93326602222","2867.81194838894","2844.37820570588","2884.84390158972","2943.879180108","2949.4582246873","2962.89529216574","2993.23090558171","3001.60106389367","2915.52146222182","2779.08620658473",
"Hungary","HUN","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15448.404273453","15895.1437084632","16063.0067513872","16017.6888254789","16280.4797670156","16915.8928505621","","","","","","21833.9166175424","22783.0458898193","23777.6994254191","23505.3243143902","24071.1801068968","23040.3253454138","23314.5617222362","23777.2020692869","23726.8004214114","24572.4391019144","25285.0242796986","26255.1348788196","27452.148118844","28310.4909252535","29965.2747977238","31708.2539816488","",
"IBRD only","IBD","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4986.83081740275","5150.7211961812","5332.83837146575","5412.0527138744","5544.72301804377","5811.2582742","5958.62782818296","6162.22081710813","6470.13497095894","6874.9291840327","7263.34177555971","7792.8897397424","8401.70869694539","8786.68977583906","8871.27078280783","9419.52940901352","9896.4273748569","10301.4695605937","10713.10961567","11153.3046765484","11523.9944458001","11939.4281411536","12457.908830734","12893.4998025464","13284.680087982","12591.6992963445",
"IDA & IBRD total","IBT","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4373.92242475382","4507.83493383892","4649.50997971446","4708.8731183525","4812.09802763085","5017.19790778391","5136.33461425526","5300.69741665067","5547.58402371719","5875.94632954235","6186.80551996874","6616.28949031599","7095.22892200033","7394.76964312346","7457.32702865748","7881.25512357214","8255.28422517496","8567.09953983167","8887.72151793749","9233.21535806937","9514.84704283424","9820.00754954464","10206.4670374389","10529.8399638379","10811.1695663356","10241.7062059727",
"IDA total","IDA","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2114.80921590911","2104.51854349356","2126.91897891119","2070.86208817814","2051.69798577605","2081.42461076706","2132.15656920349","2142.66418193649","2160.59119005058","2186.43227546041","2185.43995154823","2248.07274894591","2316.29117637018","2388.17593017599","2494.88718335556","2584.79626926283","2726.7439289062","2814.70073831577","2889.81046836877","2950.88893754714","3031.00803603478","3116.07489860187","3201.23923775448","3311.11770575106","3443.72578583641","3534.74226517724","3587.48300959064","3667.03892896444","3758.49652600877","3824.97219099167","3700.43418939951",
"IDA blend","IDB","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2901.32369482395","2885.69158766693","2936.0593147438","2814.62514239455","2802.15728654689","2826.21206967012","2884.65938334156","2866.48642331066","2864.91377142527","2894.91373817266","2857.96252729458","2959.37982429292","3086.46644848063","3189.71098765912","3379.19344467286","3503.41621113043","3735.55984902268","3805.13845520958","3874.24321806108","3962.67581788874","4079.20692000297","4168.3350500229","4249.10119187043","4376.3618544755","4541.90452783348","4613.49651383235","4600.98505778516","4632.96491444429","4681.4482404592","4686.38785726563","4545.86060132426",
"Indonesia","IDN","GNI per capita, PPP (constant 2017 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8058.51421898147","8430.62060720944","8819.45084425012","9171.01423442991","9472.81689848896","9815.40449616121","10197.4011183912","10589.1264474736","11030.2690783735","11453.5485500738","11141.5683214486",
